COURSE,F22_LEARNING,F22_MOTIVATION,F22_FEEDBACK,F22_WORKLOAD
11854,"[0, 0, 0, 0, 6]","[0, 0, 0, 2, 4]","[0, 0, 1, 5, 0]","[0, 0, 0, 4, 2]"
11857,"[0, 0, 0, 11, 14]","[0, 1, 2, 10, 12]","[1, 4, 6, 6, 8]","[0, 2, 19, 4, 0]"
11858,"[0, 2, 1, 3, 5]","[1, 3, 0, 2, 3]","[0, 0, 0, 4, 5]","[0, 1, 6, 0, 2]"
11859,"[0, 2, 1, 2, 5]","[0, 1, 3, 2, 3]","[1, 0, 3, 2, 3]","[0, 0, 7, 2, 0]"
11880,,,,
11911,,,,
11936,,,,
11937,"[1, 0, 5, 10, 11]","[0, 3, 7, 11, 6]","[9, 4, 10, 4, 0]","[2, 4, 17, 3, 1]"
11946,"[1, 3, 9, 13, 5]","[1, 11, 12, 3, 4]","[7, 10, 8, 5, 1]","[0, 8, 9, 8, 6]"
11951,,,,
11952,"[1, 9, 6, 10, 9]","[3, 7, 11, 7, 6]","[11, 11, 7, 5, 0]","[1, 1, 15, 8, 9]"
11953,"[0, 1, 15, 6, 4]","[0, 0, 8, 10, 7]","[3, 2, 11, 6, 3]","[0, 2, 17, 3, 3]"
11954,,,,
11955,,,,
11956,"[0, 1, 5, 3, 3]","[2, 0, 2, 5, 3]","[3, 2, 2, 4, 1]","[0, 0, 3, 4, 5]"
11957,"[0, 0, 0, 1, 1]","[0, 0, 0, 2, 0]","[0, 0, 0, 2, 0]","[0, 0, 1, 1, 0]"
11961,"[0, 0, 0, 3, 0]","[0, 0, 0, 1, 2]","[0, 0, 0, 2, 1]","[0, 0, 0, 1, 2]"
11968,"[0, 1, 3, 5, 1]","[1, 4, 1, 3, 1]","[5, 2, 3, 0, 0]","[0, 0, 4, 5, 1]"
11990,,,,
11995,,,,
11996,"[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
11997,,,,
11998,"[0, 0, 2, 1, 1]","[0, 0, 1, 2, 1]","[0, 0, 2, 2, 0]","[0, 0, 1, 2, 1]"
11B01,,,,
11B02,,,,
11B03,,,,
11B04,,,,
11B05,,,,
11B12,,,,
11B13,,,,
11B24,"[0, 0, 2, 1, 1]","[0, 0, 2, 0, 2]","[0, 1, 1, 2, 0]","[0, 0, 3, 1, 0]"
11B25,,,,
11B27,"[0, 1, 0, 3, 6]","[0, 0, 1, 4, 4]","[0, 1, 3, 3, 2]","[0, 1, 3, 5, 0]"
11E16,,,,
11MIB,,,,
12000,,,,
12003,"[0, 0, 1, 11, 13]","[0, 1, 2, 9, 13]","[1, 5, 8, 6, 5]","[0, 0, 15, 5, 5]"
12102,,,,
12104,,,,
12108,,,,
12109,,,,
12110,"[0, 0, 3, 10, 4]","[2, 4, 5, 3, 1]","[2, 2, 4, 5, 2]","[0, 1, 5, 3, 6]"
12111,,,,
12121,"[0, 0, 0, 9, 8]","[0, 0, 3, 8, 6]","[0, 0, 5, 6, 6]","[0, 2, 12, 2, 1]"
12122,,,,
12124,,,,
12130,,,,
12132,,,,
12134,,,,
12138,"[0, 0, 0, 1, 6]","[0, 0, 0, 3, 4]","[2, 0, 1, 3, 1]","[0, 0, 6, 0, 1]"
12139,,,,
12143,"[0, 0, 2, 13, 39]","[0, 1, 3, 12, 37]","[0, 1, 3, 7, 42]","[0, 3, 32, 9, 9]"
12145,,,,
12202,,,,
12203,"[0, 0, 0, 2, 8]","[0, 0, 0, 3, 7]","[0, 1, 0, 5, 4]","[0, 2, 3, 4, 1]"
12205,"[2, 6, 11, 30, 15]","[2, 11, 22, 14, 14]","[2, 17, 21, 18, 6]","[0, 9, 37, 14, 4]"
12210,,,,
12227,"[1, 0, 4, 8, 14]","[0, 2, 6, 11, 8]","[1, 1, 7, 11, 7]","[2, 5, 18, 2, 0]"
12228,,,,
12231,"[0, 0, 3, 10, 7]","[0, 0, 5, 10, 5]","[1, 0, 5, 6, 8]","[2, 3, 10, 4, 1]"
12237,"[1, 0, 3, 10, 30]","[1, 1, 4, 15, 22]","[3, 9, 10, 9, 12]","[4, 7, 17, 13, 2]"
12238,"[1, 1, 1, 8, 6]","[1, 2, 5, 7, 2]","[5, 2, 4, 3, 3]","[0, 4, 11, 1, 1]"
12240,,,,
12245,,,,
12320,"[1, 0, 1, 5, 12]","[1, 2, 2, 6, 8]","[2, 0, 1, 7, 9]","[0, 0, 9, 8, 2]"
12326,,,,
12330,"[0, 1, 0, 3, 14]","[0, 0, 2, 6, 10]","[0, 0, 4, 9, 5]","[0, 1, 6, 5, 6]"
12331,"[0, 1, 5, 7, 12]","[2, 0, 2, 8, 13]","[1, 5, 6, 9, 4]","[0, 3, 18, 4, 0]"
12336,,,,
12345,"[0, 0, 4, 6, 4]","[0, 2, 4, 6, 2]","[0, 2, 2, 5, 5]","[0, 0, 2, 4, 8]"
12415,,,,
12701,"[1, 2, 7, 13, 10]","[3, 5, 4, 12, 9]","[1, 3, 8, 9, 11]","[1, 9, 13, 7, 3]"
12902,,,,
12911,,,,
12919,,,,
12920,,,,
12933,,,,
22000,,,,
22001,,,,
22002,,,,
22003,"[1, 0, 0, 10, 29]","[0, 2, 6, 11, 20]","[0, 1, 4, 12, 22]","[0, 1, 6, 23, 9]"
22004,,,,
22005,"[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
22050,"[1, 7, 15, 24, 8]","[9, 14, 12, 17, 3]","[2, 15, 11, 16, 10]","[1, 3, 33, 12, 6]"
22051,,,,
22052,"[0, 1, 3, 6, 5]","[1, 4, 3, 2, 4]","[0, 0, 3, 7, 4]","[1, 0, 0, 2, 11]"
22053,,,,
22054,,,,
22055,,,,
22056,"[0, 4, 1, 6, 2]","[2, 0, 4, 4, 3]","[1, 2, 4, 6, 0]","[0, 0, 8, 3, 2]"
22100,"[0, 3, 7, 17, 42]","[2, 5, 2, 19, 41]","[2, 6, 16, 19, 25]","[2, 10, 29, 23, 5]"
22101,,,,
22107,"[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
22110,,,,
22111,"[0, 5, 23, 27, 28]","[6, 6, 21, 30, 18]","[1, 14, 18, 22, 26]","[9, 26, 32, 7, 6]"
22112,"[0, 0, 2, 9, 17]","[1, 1, 3, 10, 13]","[1, 1, 5, 11, 10]","[0, 2, 7, 11, 8]"
22113,,,,
22115,"[0, 0, 2, 4, 14]","[0, 0, 2, 2, 15]","[0, 5, 1, 5, 8]","[0, 4, 8, 4, 3]"
22117,"[0, 1, 8, 11, 13]","[3, 2, 6, 9, 11]","[0, 4, 8, 9, 10]","[0, 4, 11, 12, 4]"
22123,"[0, 0, 3, 3, 4]","[0, 1, 1, 4, 4]","[1, 1, 3, 3, 2]","[0, 2, 6, 1, 1]"
22125,"[0, 0, 0, 3, 15]","[0, 0, 1, 8, 9]","[0, 1, 3, 6, 8]","[0, 1, 8, 6, 3]"
22126,,,,
22140,,,,
22145,,,,
22175,"[0, 0, 0, 2, 1]","[0, 0, 1, 0, 2]","[0, 0, 1, 0, 2]","[0, 0, 0, 2, 1]"
22179,"[0, 0, 0, 1, 2]","[0, 0, 0, 0, 3]","[1, 0, 1, 0, 1]","[0, 0, 2, 1, 0]"
22180,,,,
22200,,,,
22201,"[0, 0, 0, 1, 3]","[0, 0, 0, 1, 3]","[0, 1, 0, 0, 3]","[0, 0, 2, 1, 1]"
22202,"[1, 7, 10, 9, 9]","[3, 5, 6, 7, 13]","[2, 0, 7, 8, 17]","[0, 5, 16, 10, 3]"
22203,,,,
22204,,,,
22205,"[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
22206,"[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
22207,,,,
22208,,,,
22230,"[2, 6, 6, 14, 10]","[1, 7, 8, 12, 9]","[2, 3, 13, 9, 10]","[1, 5, 23, 5, 3]"
22231,,,,
22232,,,,
22235,"[3, 8, 6, 20, 16]","[4, 11, 9, 15, 14]","[9, 13, 12, 10, 8]","[1, 4, 20, 17, 10]"
22236,"[0, 0, 3, 9, 17]","[1, 4, 4, 6, 13]","[1, 8, 6, 7, 6]","[0, 1, 12, 10, 6]"
22237,,,,
22281,"[1, 2, 2, 9, 11]","[1, 2, 2, 9, 11]","[0, 2, 0, 13, 10]","[1, 1, 8, 10, 5]"
22282,,,,
22283,,,,
22284,"[0, 1, 2, 11, 12]","[0, 2, 6, 7, 11]","[0, 2, 4, 14, 6]","[0, 5, 12, 4, 4]"
22400,"[0, 3, 8, 9, 11]","[0, 2, 7, 7, 15]","[0, 1, 3, 6, 21]","[0, 4, 15, 9, 3]"
22403,,,,
22433,,,,
22434,,,,
22435,,,,
22436,"[0, 1, 0, 5, 7]","[0, 1, 0, 3, 9]","[0, 4, 2, 4, 3]","[0, 0, 10, 3, 0]"
22437,"[6, 5, 12, 25, 6]","[8, 8, 8, 21, 8]","[2, 10, 9, 20, 12]","[2, 7, 22, 16, 6]"
22440,,,,
22441,,,,
22442,,,,
22443,,,,
22444,,,,
22445,,,,
22446,"[0, 0, 1, 8, 35]","[0, 0, 0, 12, 32]","[1, 2, 5, 17, 19]","[3, 4, 20, 8, 9]"
22451,,,,
22452,,,,
22453,,,,
22455,,,,
22475,,,,
22481,,,,
22485,,,,
22486,,,,
22487,,,,
22488,"[0, 0, 0, 2, 2]","[0, 0, 1, 1, 2]","[0, 0, 0, 1, 3]","[0, 0, 3, 1, 0]"
22506,"[0, 0, 2, 3, 9]","[0, 1, 0, 7, 6]","[0, 0, 2, 4, 8]","[0, 0, 4, 8, 2]"
22507,,,,
22508,"[0, 0, 0, 0, 6]","[0, 0, 1, 1, 4]","[0, 0, 0, 1, 5]","[0, 1, 4, 1, 0]"
22510,"[0, 0, 0, 4, 14]","[0, 0, 0, 2, 15]","[0, 0, 3, 7, 7]","[0, 0, 6, 6, 5]"
22511,,,,
22512,,,,
22513,,,,
22525,,,,
22530,,,,
22600,,,,
22602,"[0, 1, 0, 3, 13]","[2, 0, 0, 3, 12]","[0, 1, 2, 2, 12]","[0, 1, 12, 1, 3]"
22603,,,,
22652,"[0, 0, 1, 0, 0]","[0, 0, 1, 0, 0]","[0, 0, 1, 0, 0]","[0, 0, 1, 0, 0]"
22653,,,,
22654,"[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
22655,,,,
22680,,,,
22681,,,,
22700,,,,
22800,,,,
23101,,,,
23102,"[0, 0, 7, 10, 9]","[0, 3, 10, 5, 8]","[0, 3, 6, 9, 8]","[0, 0, 14, 8, 4]"
23151,,,,
23152,,,,
23154,,,,
23155,,,,
23205,,,,
23206,"[0, 0, 4, 3, 5]","[0, 0, 2, 6, 2]","[0, 4, 4, 2, 0]","[0, 3, 5, 2, 0]"
23210,,,,
23211,"[0, 1, 4, 6, 12]","[0, 2, 1, 8, 12]","[0, 0, 2, 3, 18]","[0, 0, 11, 9, 3]"
23212,"[0, 0, 2, 2, 1]","[0, 1, 0, 2, 2]","[0, 1, 1, 2, 1]","[0, 1, 4, 0, 0]"
23214,"[0, 2, 5, 12, 22]","[0, 4, 4, 14, 19]","[3, 11, 8, 12, 6]","[2, 4, 22, 7, 6]"
23220,,,,
23255,"[0, 0, 0, 1, 2]","[0, 0, 1, 2, 1]","[0, 0, 0, 2, 2]","[0, 0, 2, 1, 1]"
23256,"[0, 0, 0, 4, 2]","[0, 0, 0, 4, 1]","[0, 0, 0, 3, 2]","[0, 1, 4, 0, 0]"
23257,"[0, 0, 1, 0, 3]","[0, 0, 1, 0, 3]","[0, 0, 1, 0, 3]","[0, 2, 1, 0, 1]"
23258,"[0, 2, 3, 7, 7]","[1, 3, 3, 6, 5]","[2, 4, 5, 6, 1]","[2, 2, 13, 1, 0]"
23260,,,,
23261,"[0, 0, 1, 3, 2]","[0, 0, 0, 4, 2]","[0, 0, 2, 3, 1]","[0, 1, 4, 1, 0]"
23262,"[0, 1, 2, 2, 3]","[0, 0, 2, 5, 1]","[0, 1, 2, 1, 4]","[1, 1, 4, 1, 1]"
23272,,,,
23301,,,,
23302,"[1, 2, 8, 13, 7]","[3, 6, 10, 9, 3]","[1, 7, 9, 9, 5]","[1, 3, 16, 10, 1]"
23511,,,,
23520,"[0, 0, 1, 3, 7]","[0, 0, 3, 3, 5]","[0, 0, 2, 3, 6]","[0, 0, 2, 6, 3]"
23521,,,,
23522,,,,
23531,"[0, 0, 0, 5, 5]","[0, 0, 0, 4, 6]","[0, 0, 0, 2, 8]","[0, 1, 4, 3, 2]"
23532,"[0, 0, 0, 6, 8]","[0, 0, 1, 8, 5]","[0, 0, 4, 7, 3]","[0, 0, 12, 1, 0]"
23552,"[0, 0, 1, 1, 5]","[0, 1, 0, 0, 5]","[0, 0, 0, 0, 6]","[0, 0, 3, 0, 3]"
23564,,,,
23662,,,,
23711,,,,
23732,,,,
23832,,,,
23837,,,,
23839,,,,
23901,,,,
23902,,,,
23921,,,,
23924,,,,
23932,"[0, 2, 7, 25, 7]","[1, 6, 17, 13, 4]","[6, 9, 12, 11, 3]","[0, 8, 17, 11, 5]"
23936,"[0, 2, 2, 4, 3]","[1, 2, 0, 5, 3]","[2, 1, 3, 2, 3]","[1, 3, 6, 1, 0]"
23937,,,,
23951,,,,
23952,,,,
23953,,,,
23962,,,,
23982,,,,
23F11,"[0, 0, 0, 0, 3]","[0, 0, 0, 1, 2]","[0, 0, 1, 0, 2]","[0, 0, 0, 3, 0]"
23F12,"[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
25102,"[0, 0, 3, 6, 1]","[0, 0, 0, 4, 6]","[0, 0, 1, 7, 2]","[1, 7, 2, 0, 0]"
25104,"[0, 0, 2, 4, 7]","[0, 1, 1, 3, 7]","[1, 5, 2, 1, 3]","[1, 6, 5, 0, 0]"
25105,"[0, 4, 6, 10, 14]","[2, 4, 3, 12, 11]","[2, 6, 10, 13, 2]","[2, 15, 10, 5, 1]"
25106,,,,
25107,"[0, 0, 2, 10, 6]","[1, 0, 3, 12, 2]","[0, 1, 5, 9, 3]","[1, 3, 10, 4, 0]"
25108,,,,
25201,,,,
25202,,,,
25203,"[0, 0, 0, 0, 2]","[0, 0, 1, 1, 0]","[0, 0, 0, 0, 2]","[0, 0, 1, 1, 0]"
25204,,,,
25205,"[0, 0, 0, 1, 0]","[0, 0, 1, 0, 0]","[0, 0, 1, 0, 0]","[0, 0, 0, 1, 0]"
25206,"[0, 0, 0, 2, 1]","[0, 0, 0, 1, 2]","[0, 0, 2, 0, 1]","[0, 1, 2, 0, 0]"
25207,"[0, 0, 1, 3, 1]","[0, 0, 2, 0, 3]","[0, 0, 3, 0, 2]","[0, 1, 4, 0, 0]"
25208,"[0, 0, 0, 2, 2]","[0, 0, 1, 1, 2]","[0, 0, 0, 0, 4]","[0, 1, 3, 0, 0]"
25209,"[0, 0, 0, 1, 4]","[0, 0, 0, 2, 3]","[0, 0, 0, 2, 3]","[0, 1, 4, 0, 0]"
25210,,,,
25212,,,,
25301,,,,
25302,,,,
25303,,,,
25307,"[0, 0, 0, 1, 6]","[0, 0, 0, 3, 4]","[0, 0, 2, 2, 3]","[0, 0, 5, 1, 1]"
25310,"[0, 0, 1, 6, 4]","[0, 2, 2, 4, 3]","[1, 2, 2, 4, 2]","[0, 0, 11, 0, 0]"
25311,,,,
25312,,,,
25313,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 1, 0, 0]","[0, 0, 1, 0, 0]"
25314,"[0, 0, 0, 3, 9]","[0, 0, 2, 3, 6]","[0, 0, 1, 2, 8]","[0, 1, 5, 4, 1]"
25315,,,,
25316,"[0, 0, 0, 6, 3]","[0, 0, 4, 4, 1]","[0, 0, 0, 5, 4]","[0, 0, 7, 2, 0]"
25317,,,,
25318,,,,
25320,"[0, 0, 0, 0, 2]","[0, 0, 0, 0, 2]","[0, 0, 0, 1, 1]","[0, 0, 1, 1, 0]"
25321,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 1, 0, 0]"
25322,"[0, 0, 0, 0, 7]","[0, 0, 0, 1, 6]","[0, 0, 0, 2, 5]","[0, 0, 5, 1, 1]"
25323,"[0, 0, 0, 0, 2]","[0, 0, 0, 1, 1]","[1, 0, 1, 0, 0]","[0, 0, 1, 0, 1]"
25324,"[0, 1, 3, 8, 3]","[0, 2, 4, 5, 4]","[1, 1, 5, 3, 5]","[0, 2, 5, 8, 0]"
25325,,,,
25326,"[0, 0, 3, 4, 0]","[0, 2, 2, 3, 0]","[0, 1, 2, 3, 1]","[0, 1, 4, 2, 0]"
25327,"[0, 0, 0, 6, 5]","[0, 0, 1, 8, 2]","[0, 1, 2, 5, 3]","[0, 1, 6, 4, 0]"
25328,,,,
25331,"[0, 0, 0, 5, 2]","[0, 0, 0, 5, 2]","[0, 0, 0, 4, 3]","[0, 0, 3, 4, 0]"
25332,,,,
25333,"[1, 3, 2, 2, 0]","[1, 3, 2, 2, 0]","[1, 0, 0, 5, 2]","[1, 0, 6, 1, 0]"
25334,,,,
25335,,,,
25336,"[0, 0, 0, 0, 2]","[0, 0, 0, 0, 2]","[0, 0, 0, 0, 2]","[0, 0, 2, 0, 0]"
25616,"[0, 0, 0, 0, 4]","[0, 0, 0, 0, 4]","[0, 0, 0, 1, 3]","[0, 0, 2, 2, 0]"
25617,,,,
25618,,,,
25619,,,,
25801,,,,
25803,,,,
25805,,,,
25807,,,,
25808,,,,
25809,,,,
26000,"[5, 11, 12, 18, 6]","[5, 13, 9, 16, 7]","[1, 1, 7, 11, 30]","[8, 17, 21, 3, 1]"
26002,"[0, 0, 1, 2, 14]","[0, 0, 1, 4, 12]","[0, 1, 0, 3, 13]","[0, 3, 6, 8, 0]"
26003,"[0, 0, 0, 5, 10]","[0, 2, 0, 8, 4]","[0, 0, 0, 4, 10]","[0, 0, 10, 2, 2]"
26004,"[0, 0, 0, 0, 3]","[0, 0, 0, 1, 2]","[0, 1, 0, 1, 1]","[0, 0, 1, 1, 1]"
26006,,,,
26008,,,,
26010,,,,
26026,"[0, 2, 3, 9, 10]","[0, 3, 7, 10, 4]","[2, 1, 7, 11, 3]","[3, 8, 8, 4, 1]"
26027,"[12, 14, 26, 17, 5]","[21, 19, 23, 7, 3]","[23, 28, 15, 4, 3]","[19, 19, 26, 8, 1]"
26028,,,,
26030,,,,
26050,,,,
26124,"[1, 6, 6, 13, 6]","[5, 8, 8, 6, 5]","[3, 6, 14, 8, 1]","[1, 4, 19, 6, 1]"
26125,"[0, 0, 1, 5, 9]","[0, 0, 1, 3, 11]","[0, 1, 0, 6, 8]","[0, 1, 9, 4, 1]"
26127,,,,
26130,,,,
26134,,,,
26171,"[0, 0, 1, 10, 5]","[0, 0, 2, 8, 6]","[0, 0, 3, 7, 6]","[0, 0, 7, 8, 0]"
26173,"[0, 0, 0, 4, 5]","[0, 1, 2, 3, 3]","[0, 1, 2, 2, 4]","[0, 0, 2, 6, 1]"
26174,,,,
26201,"[0, 0, 3, 14, 11]","[1, 1, 8, 11, 7]","[0, 0, 3, 7, 18]","[0, 3, 19, 3, 3]"
26202,,,,
26211,"[3, 4, 9, 6, 3]","[9, 4, 3, 7, 1]","[4, 8, 4, 6, 2]","[0, 3, 13, 6, 2]"
26222,,,,
26225,,,,
26231,"[0, 0, 0, 6, 8]","[0, 0, 3, 5, 6]","[0, 0, 0, 4, 10]","[0, 1, 11, 2, 0]"
26236,,,,
26245,"[0, 0, 2, 5, 10]","[1, 0, 3, 5, 8]","[0, 0, 0, 5, 12]","[0, 6, 9, 2, 0]"
26255,,,,
26261,,,,
26263,,,,
26271,"[3, 3, 7, 12, 9]","[3, 6, 10, 9, 5]","[2, 5, 12, 8, 6]","[1, 5, 16, 6, 5]"
26290,,,,
26301,"[6, 14, 7, 7, 4]","[11, 11, 5, 7, 4]","[3, 5, 10, 10, 10]","[0, 1, 12, 16, 9]"
26317,"[0, 0, 5, 7, 8]","[1, 1, 8, 5, 3]","[0, 4, 10, 2, 2]","[0, 1, 13, 2, 2]"
26330,,,,
26371,"[0, 0, 2, 5, 1]","[0, 0, 0, 5, 3]","[0, 0, 1, 3, 4]","[0, 1, 4, 3, 0]"
26374,"[0, 0, 0, 9, 8]","[0, 0, 3, 5, 9]","[0, 0, 0, 4, 13]","[1, 6, 5, 4, 1]"
26400,"[0, 2, 9, 22, 43]","[1, 5, 12, 35, 22]","[0, 0, 13, 21, 40]","[1, 5, 47, 17, 5]"
26407,"[0, 1, 0, 3, 14]","[0, 0, 0, 6, 12]","[0, 0, 0, 5, 13]","[0, 0, 6, 6, 6]"
26411,,,,
26416,,,,
26422,,,,
26426,"[0, 1, 6, 17, 23]","[0, 5, 8, 20, 13]","[13, 11, 15, 2, 4]","[0, 2, 29, 13, 1]"
26428,"[0, 0, 2, 14, 27]","[0, 1, 7, 14, 21]","[0, 0, 0, 10, 33]","[1, 1, 22, 13, 6]"
26432,,,,
26433,,,,
26436,,,,
26438,,,,
26444,"[0, 0, 0, 2, 9]","[0, 0, 2, 5, 4]","[0, 0, 4, 1, 6]","[0, 0, 5, 4, 2]"
26446,"[0, 0, 2, 13, 11]","[0, 2, 7, 11, 6]","[5, 3, 9, 5, 4]","[0, 4, 16, 4, 2]"
26455,"[0, 0, 0, 0, 5]","[0, 0, 0, 1, 4]","[0, 0, 0, 1, 4]","[0, 0, 3, 1, 1]"
26471,"[0, 0, 6, 10, 19]","[0, 2, 12, 6, 14]","[1, 0, 5, 4, 24]","[0, 1, 15, 10, 8]"
26474,"[0, 0, 2, 5, 5]","[0, 1, 3, 3, 5]","[0, 3, 1, 4, 4]","[2, 1, 3, 5, 1]"
26510,"[0, 1, 1, 4, 7]","[0, 1, 1, 5, 6]","[2, 2, 3, 3, 3]","[0, 1, 5, 3, 4]"
26610,"[0, 0, 1, 1, 0]","[0, 0, 0, 1, 0]","[0, 1, 1, 0, 0]","[0, 0, 2, 0, 0]"
26701,"[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
26702,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 1, 0, 0]"
26920,,,,
26932,,,,
26933,,,,
26944,,,,
26950,,,,
26960,,,,
26970,"[0, 0, 2, 0, 0]","[0, 0, 1, 0, 0]","[0, 0, 1, 0, 0]","[0, 0, 1, 0, 0]"
26980,"[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
26991,,,,
27000,,,,
27002,,,,
27008,"[0, 0, 7, 6, 5]","[0, 3, 9, 3, 3]","[2, 4, 6, 4, 2]","[1, 6, 7, 3, 1]"
27015,,,,
27016,,,,
27020,"[0, 7, 7, 11, 6]","[0, 9, 7, 12, 3]","[5, 7, 11, 5, 3]","[1, 9, 17, 3, 1]"
27022,"[5, 12, 35, 33, 18]","[13, 27, 36, 17, 10]","[24, 33, 27, 10, 9]","[2, 14, 57, 15, 13]"
27024,"[2, 16, 17, 34, 17]","[5, 22, 21, 26, 11]","[1, 7, 12, 41, 24]","[1, 4, 28, 25, 28]"
27026,,,,
27027,,,,
27028,,,,
27034,"[3, 9, 16, 23, 15]","[11, 18, 19, 12, 6]","[4, 6, 13, 30, 13]","[0, 11, 37, 11, 7]"
27035,"[0, 1, 1, 8, 12]","[0, 0, 1, 4, 17]","[0, 3, 9, 5, 5]","[8, 5, 6, 2, 1]"
27051,"[1, 0, 3, 16, 20]","[0, 2, 4, 17, 17]","[1, 5, 14, 10, 9]","[2, 7, 20, 5, 4]"
27062,,,,
27101,"[0, 2, 3, 21, 31]","[0, 4, 5, 15, 33]","[2, 6, 9, 21, 19]","[3, 12, 27, 9, 6]"
27106,"[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
27220,"[0, 1, 5, 13, 10]","[0, 4, 4, 8, 13]","[2, 5, 9, 8, 5]","[1, 4, 16, 7, 1]"
27230,,,,
27246,,,,
27247,,,,
27250,,,,
27255,"[0, 0, 0, 2, 11]","[0, 0, 0, 1, 12]","[0, 2, 3, 3, 5]","[0, 0, 10, 2, 1]"
27302,,,,
27303,,,,
27322,"[0, 2, 12, 23, 69]","[6, 13, 17, 25, 43]","[7, 11, 27, 34, 25]","[0, 6, 40, 32, 26]"
27325,"[0, 0, 1, 0, 12]","[0, 1, 0, 0, 12]","[0, 0, 1, 3, 9]","[1, 0, 5, 5, 2]"
27410,,,,
27419,"[0, 2, 7, 1, 12]","[2, 5, 5, 4, 6]","[2, 2, 8, 4, 6]","[0, 5, 12, 3, 2]"
27422,"[0, 0, 1, 16, 31]","[0, 0, 3, 13, 32]","[0, 1, 5, 14, 28]","[0, 14, 24, 6, 4]"
27423,,,,
27430,,,,
27432,,,,
27455,"[3, 4, 12, 8, 9]","[5, 9, 8, 10, 4]","[4, 6, 11, 11, 4]","[0, 4, 20, 9, 3]"
27460,,,,
27470,,,,
27472,,,,
27510,"[0, 0, 4, 19, 10]","[1, 3, 6, 10, 12]","[0, 3, 1, 9, 19]","[1, 2, 12, 10, 6]"
27641,,,,
27665,,,,
27691,"[0, 0, 0, 1, 2]","[0, 0, 0, 1, 2]","[0, 0, 1, 1, 1]","[0, 0, 2, 0, 1]"
27692,"[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
27800,,,,
27801,,,,
27815,,,,
27820,,,,
27823,,,,
27828,,,,
28001,,,,
28012,"[0, 0, 1, 2, 3]","[0, 1, 2, 3, 0]","[0, 0, 4, 1, 0]","[0, 1, 1, 2, 1]"
28016,"[0, 1, 3, 1, 5]","[1, 0, 5, 1, 3]","[1, 0, 1, 2, 6]","[0, 1, 6, 2, 1]"
28020,"[0, 1, 2, 20, 25]","[2, 1, 4, 26, 14]","[0, 0, 1, 10, 36]","[0, 6, 26, 15, 0]"
28022,"[0, 0, 3, 3, 5]","[0, 0, 3, 5, 3]","[1, 0, 3, 5, 2]","[0, 0, 4, 5, 2]"
28025,"[0, 1, 0, 7, 1]","[0, 1, 3, 5, 0]","[0, 2, 1, 5, 1]","[0, 1, 6, 2, 0]"
28121,"[0, 0, 3, 5, 3]","[0, 2, 1, 4, 4]","[0, 0, 1, 4, 6]","[0, 0, 3, 5, 3]"
28123,,,,
28125,,,,
28140,,,,
28150,,,,
28157,"[1, 3, 8, 5, 0]","[2, 5, 5, 3, 2]","[10, 5, 0, 2, 0]","[0, 1, 10, 3, 2]"
28160,"[2, 1, 1, 5, 9]","[6, 4, 3, 3, 2]","[0, 1, 1, 9, 7]","[0, 0, 4, 0, 14]"
28212,"[0, 1, 1, 4, 3]","[0, 1, 3, 2, 3]","[0, 2, 3, 2, 2]","[0, 0, 5, 2, 2]"
28213,,,,
28214,"[0, 0, 0, 0, 5]","[0, 0, 0, 1, 4]","[0, 0, 2, 2, 1]","[0, 0, 3, 1, 1]"
28216,"[0, 0, 2, 1, 0]","[0, 1, 1, 1, 0]","[0, 0, 1, 1, 1]","[0, 0, 3, 0, 0]"
28217,,,,
28221,"[0, 1, 1, 5, 3]","[0, 0, 2, 5, 3]","[2, 2, 1, 4, 1]","[1, 4, 5, 0, 0]"
28231,,,,
28233,,,,
28242,,,,
28244,,,,
