COURSE,F18_LEARNING,E18_LEARNING,F19_LEARNING,E19_LEARNING,F20_LEARNING,E20_LEARNING,F21_LEARNING,E21_LEARNING,F22_LEARNING,E22_LEARNING,F23_LEARNING,E23_LEARNING,F24_LEARNING,F18_MOTIVATION,E18_MOTIVATION,F19_MOTIVATION,E19_MOTIVATION,F20_MOTIVATION,E20_MOTIVATION,F21_MOTIVATION,E21_MOTIVATION,F22_MOTIVATION,E22_MOTIVATION,F23_MOTIVATION,E23_MOTIVATION,F24_MOTIVATION,F18_FEEDBACK,E18_FEEDBACK,F19_FEEDBACK,E19_FEEDBACK,F20_FEEDBACK,E20_FEEDBACK,F21_FEEDBACK,E21_FEEDBACK,F22_FEEDBACK,E22_FEEDBACK,F23_FEEDBACK,E23_FEEDBACK,F24_FEEDBACK,F18_WORKLOAD,E18_WORKLOAD,F19_WORKLOAD,E19_WORKLOAD,F20_WORKLOAD,E20_WORKLOAD,F21_WORKLOAD,E21_WORKLOAD,F22_WORKLOAD,E22_WORKLOAD,F23_WORKLOAD,E23_WORKLOAD,F24_WORKLOAD
27022,,,,,"[2, 9, 29, 43, 14]",,"[6, 13, 29, 48, 16]",,"[5, 12, 35, 33, 18]",,"[9, 14, 26, 25, 10]",,"[4, 5, 22, 30, 26]",,,,,"[7, 19, 26, 29, 16]",,"[16, 35, 24, 31, 5]",,"[13, 27, 36, 17, 10]",,"[18, 17, 24, 12, 8]",,"[9, 9, 25, 26, 15]",,,,,"[25, 29, 24, 14, 5]",,"[36, 36, 23, 14, 2]",,"[24, 33, 27, 10, 9]",,"[25, 25, 18, 9, 3]",,"[18, 30, 18, 11, 6]",,,,,"[0, 8, 44, 34, 11]",,"[7, 11, 44, 29, 19]",,"[2, 14, 57, 15, 13]",,"[6, 12, 43, 10, 8]",,"[0, 14, 43, 15, 11]"
27023,,,,,"[4, 19, 22, 27, 10]",,"[0, 6, 13, 51, 28]",,,,,,,,,,,"[7, 19, 19, 22, 15]",,"[5, 9, 15, 43, 26]",,,,,,,,,,,"[1, 3, 7, 37, 34]",,"[3, 6, 7, 33, 49]",,,,,,,,,,,"[2, 3, 34, 22, 21]",,"[2, 15, 56, 18, 7]",,,,,,
27026,,,,"[1, 7, 21, 23, 14]",,"[1, 5, 11, 26, 26]",,"[1, 11, 23, 31, 38]",,"[2, 7, 15, 34, 25]",,"[1, 4, 9, 26, 35]",,,,,"[9, 10, 23, 14, 10]",,"[6, 11, 17, 19, 16]",,"[11, 17, 31, 31, 13]",,"[13, 14, 20, 26, 10]",,"[3, 17, 13, 29, 12]",,,,,"[18, 17, 23, 5, 3]",,"[15, 26, 13, 8, 7]",,"[23, 31, 32, 13, 4]",,"[15, 39, 18, 8, 3]",,"[16, 23, 22, 8, 5]",,,,,"[0, 4, 27, 19, 16]",,"[1, 3, 20, 24, 22]",,"[2, 9, 40, 38, 14]",,"[2, 3, 26, 30, 22]",,"[1, 4, 31, 24, 13]",
27027,,,,,,,,,,"[0, 0, 0, 10, 27]",,"[1, 3, 0, 13, 26]",,,,,,,,,,,"[0, 1, 0, 8, 28]",,"[0, 5, 1, 11, 26]",,,,,,,,,,,"[0, 0, 1, 12, 24]",,"[2, 7, 9, 13, 12]",,,,,,,,,,,"[0, 4, 22, 10, 1]",,"[0, 2, 21, 14, 6]",
27034,,,,,"[3, 4, 8, 10, 7]",,"[2, 1, 3, 15, 6]",,"[3, 9, 16, 23, 15]",,"[1, 4, 2, 14, 6]",,"[3, 3, 2, 18, 13]",,,,,"[3, 3, 9, 11, 7]",,"[3, 3, 5, 12, 3]",,"[11, 18, 19, 12, 6]",,"[2, 3, 2, 10, 10]",,"[2, 4, 6, 12, 14]",,,,,"[5, 6, 7, 8, 7]",,"[10, 6, 6, 4, 0]",,"[4, 6, 13, 30, 13]",,"[1, 5, 3, 7, 10]",,"[2, 2, 16, 13, 5]",,,,,"[1, 7, 15, 8, 1]",,"[1, 10, 11, 4, 0]",,"[0, 11, 37, 11, 7]",,"[2, 8, 11, 4, 2]",,"[4, 6, 17, 8, 3]"
27035,,,,,"[0, 0, 1, 5, 1]",,"[0, 3, 6, 7, 4]",,"[0, 1, 1, 8, 12]",,"[0, 0, 0, 1, 2]",,,,,,,"[0, 0, 1, 3, 3]",,"[1, 4, 6, 6, 3]",,"[0, 0, 1, 4, 17]",,"[0, 0, 0, 0, 3]",,,,,,,"[0, 0, 3, 0, 4]",,"[4, 6, 5, 2, 3]",,"[0, 3, 9, 5, 5]",,"[1, 0, 2, 0, 0]",,,,,,,"[0, 4, 3, 0, 0]",,"[5, 9, 3, 2, 1]",,"[8, 5, 6, 2, 1]",,"[2, 1, 0, 0, 0]",,
27051,,,,,"[0, 1, 4, 6, 15]",,"[0, 0, 3, 10, 9]",,"[1, 0, 3, 16, 20]",,"[0, 2, 15, 10, 16]",,"[0, 0, 5, 17, 21]",,,,,"[0, 4, 1, 7, 14]",,"[0, 0, 4, 6, 10]",,"[0, 2, 4, 17, 17]",,"[0, 6, 7, 14, 15]",,"[0, 1, 11, 12, 18]",,,,,"[1, 6, 8, 6, 5]",,"[2, 2, 6, 5, 5]",,"[1, 5, 14, 10, 9]",,"[0, 9, 11, 15, 8]",,"[1, 5, 9, 14, 13]",,,,,"[0, 2, 17, 2, 5]",,"[0, 2, 15, 1, 2]",,"[2, 7, 20, 5, 4]",,"[0, 11, 24, 5, 1]",,"[0, 5, 26, 9, 2]"
27062,,,,,,,,,,,,"[0, 0, 1, 7, 7]",,,,,,,,,,,,,"[1, 1, 2, 8, 3]",,,,,,,,,,,,,"[2, 2, 4, 2, 5]",,,,,,,,,,,,,"[0, 1, 5, 7, 2]",
27070,,,,,,,,,,,"[2, 6, 16, 60, 53]",,"[0, 6, 7, 28, 44]",,,,,,,,,,,"[30, 25, 36, 27, 18]",,"[7, 18, 16, 21, 22]",,,,,,,,,,,"[18, 29, 36, 35, 17]",,"[7, 5, 18, 32, 21]",,,,,,,,,,,"[3, 1, 9, 27, 95]",,"[2, 4, 22, 25, 30]"
27075,,,,,,,,,,,"[0, 1, 2, 16, 20]",,,,,,,,,,,,,"[0, 5, 4, 13, 17]",,,,,,,,,,,,,"[4, 6, 7, 7, 15]",,,,,,,,,,,,,"[0, 6, 20, 9, 4]",,
27101,,,,,,,"[2, 0, 5, 11, 16]",,"[0, 2, 3, 21, 31]",,"[0, 3, 11, 29, 28]",,,,,,,,,"[2, 1, 1, 10, 20]",,"[0, 4, 5, 15, 33]",,"[0, 4, 9, 34, 23]",,,,,,,,,"[1, 1, 9, 12, 11]",,"[2, 6, 9, 21, 19]",,"[2, 10, 19, 23, 17]",,,,,,,,,"[1, 9, 14, 8, 2]",,"[3, 12, 27, 9, 6]",,"[1, 14, 41, 10, 5]",,
27220,,,,,"[0, 1, 7, 7, 12]",,"[0, 0, 4, 10, 11]",,"[0, 1, 5, 13, 10]",,"[0, 3, 7, 14, 5]",,"[0, 0, 3, 16, 4]",,,,,"[0, 2, 4, 12, 9]",,"[1, 2, 3, 14, 5]",,"[0, 4, 4, 8, 13]",,"[0, 8, 6, 12, 3]",,"[0, 2, 2, 13, 6]",,,,,"[2, 8, 9, 3, 4]",,"[6, 3, 10, 4, 2]",,"[2, 5, 9, 8, 5]",,"[3, 7, 10, 6, 2]",,"[2, 5, 7, 7, 2]",,,,,"[1, 2, 23, 1, 0]",,"[0, 4, 12, 6, 2]",,"[1, 4, 16, 7, 1]",,"[0, 5, 18, 4, 1]",,"[0, 5, 14, 3, 1]"
27230,,,,"[1, 1, 5, 24, 24]",,"[0, 2, 6, 15, 18]",,"[1, 0, 4, 16, 18]",,"[0, 5, 3, 23, 32]",,"[0, 1, 4, 17, 30]",,,,,"[2, 6, 21, 22, 4]",,"[1, 6, 15, 11, 8]",,"[1, 4, 6, 18, 8]",,"[2, 4, 11, 21, 25]",,"[1, 1, 17, 20, 10]",,,,,"[8, 15, 18, 9, 5]",,"[4, 11, 18, 3, 5]",,"[3, 8, 14, 7, 5]",,"[8, 10, 24, 13, 8]",,"[5, 10, 12, 14, 8]",,,,,"[1, 1, 32, 15, 6]",,"[0, 1, 13, 20, 7]",,"[0, 3, 8, 14, 12]",,"[1, 4, 29, 23, 6]",,"[0, 7, 24, 16, 2]",
27246,,,,"[0, 4, 7, 12, 7]",,"[1, 1, 3, 6, 7]",,"[1, 1, 6, 9, 14]",,"[0, 1, 0, 8, 12]",,"[0, 1, 3, 4, 12]",,,,,"[3, 3, 5, 13, 6]",,"[1, 2, 3, 6, 6]",,"[2, 4, 5, 11, 9]",,"[0, 1, 2, 7, 11]",,"[0, 2, 6, 3, 9]",,,,,"[6, 10, 2, 4, 8]",,"[4, 3, 3, 3, 5]",,"[4, 4, 11, 8, 4]",,"[3, 2, 4, 6, 6]",,"[4, 4, 2, 5, 5]",,,,,"[0, 4, 14, 9, 3]",,"[0, 1, 11, 3, 3]",,"[1, 5, 16, 6, 3]",,"[0, 2, 10, 5, 4]",,"[0, 3, 8, 3, 6]",
27247,,,,"[0, 0, 0, 1, 3]",,"[0, 0, 0, 3, 8]",,"[0, 0, 0, 2, 13]",,"[0, 0, 0, 2, 8]",,"[0, 0, 0, 2, 6]",,,,,"[0, 1, 1, 0, 2]",,"[0, 0, 1, 3, 7]",,"[0, 1, 1, 2, 11]",,"[0, 0, 0, 2, 7]",,"[0, 0, 1, 2, 5]",,,,,"[0, 1, 0, 0, 3]",,"[0, 1, 0, 2, 8]",,"[0, 0, 2, 8, 5]",,"[0, 1, 1, 2, 5]",,"[0, 1, 0, 4, 3]",,,,,"[0, 1, 0, 1, 1]",,"[0, 0, 2, 6, 3]",,"[0, 0, 4, 8, 3]",,"[0, 0, 1, 3, 5]",,"[0, 0, 3, 2, 3]",
27255,,,,,"[0, 0, 1, 6, 7]",,"[0, 0, 2, 3, 10]",,"[0, 0, 0, 2, 11]",,"[0, 1, 0, 4, 9]",,"[0, 1, 1, 4, 7]",,,,,"[0, 0, 2, 1, 11]",,"[0, 0, 2, 3, 10]",,"[0, 0, 0, 1, 12]",,"[0, 0, 3, 4, 7]",,"[0, 0, 1, 1, 11]",,,,,"[0, 1, 3, 3, 7]",,"[0, 1, 5, 0, 9]",,"[0, 2, 3, 3, 5]",,"[1, 2, 1, 2, 6]",,"[0, 1, 0, 2, 10]",,,,,"[0, 1, 13, 0, 0]",,"[0, 2, 13, 0, 0]",,"[0, 0, 10, 2, 1]",,"[1, 1, 8, 3, 1]",,"[1, 3, 4, 1, 4]"
27325,,,,,,,,,"[0, 0, 1, 0, 12]",,"[0, 0, 0, 3, 7]",,"[0, 0, 0, 2, 9]",,,,,,,,,"[0, 1, 0, 0, 12]",,"[0, 0, 1, 6, 3]",,"[0, 0, 0, 2, 9]",,,,,,,,,"[0, 0, 1, 3, 9]",,"[0, 2, 1, 2, 5]",,"[0, 0, 0, 2, 9]",,,,,,,,,"[1, 0, 5, 5, 2]",,"[0, 0, 7, 2, 1]",,"[0, 0, 6, 3, 2]"
27330,,,,,,,,,,,"[0, 0, 0, 3, 7]",,"[0, 0, 1, 2, 3]",,,,,,,,,,,"[0, 0, 3, 4, 3]",,"[0, 0, 1, 3, 2]",,,,,,,,,,,"[0, 0, 3, 4, 3]",,"[1, 0, 2, 0, 3]",,,,,,,,,,,"[0, 0, 5, 3, 2]",,"[0, 0, 3, 2, 1]"
27410,,,,,,"[0, 2, 4, 20, 18]",,"[2, 1, 6, 13, 16]",,"[10, 11, 4, 7, 6]",,"[4, 11, 9, 11, 3]",,,,,,,"[0, 5, 6, 19, 14]",,"[3, 2, 5, 13, 15]",,"[12, 7, 10, 4, 4]",,"[16, 10, 4, 6, 2]",,,,,,,"[0, 3, 6, 17, 18]",,"[3, 3, 8, 12, 12]",,"[12, 5, 8, 8, 4]",,"[18, 9, 5, 3, 3]",,,,,,,"[0, 2, 7, 22, 13]",,"[0, 0, 15, 15, 8]",,"[1, 4, 13, 7, 12]",,"[2, 3, 15, 7, 10]",
27419,,,,,"[0, 2, 4, 11, 15]",,"[1, 4, 3, 6, 15]",,"[0, 2, 7, 1, 12]",,"[2, 4, 6, 15, 10]",,"[0, 6, 14, 15, 4]",,,,,"[0, 4, 7, 9, 12]",,"[4, 3, 5, 8, 9]",,"[2, 5, 5, 4, 6]",,"[5, 9, 7, 7, 7]",,"[4, 9, 14, 8, 3]",,,,,"[3, 6, 3, 9, 11]",,"[2, 6, 6, 8, 6]",,"[2, 2, 8, 4, 6]",,"[2, 10, 9, 8, 6]",,"[2, 10, 14, 9, 4]",,,,,"[0, 2, 23, 5, 2]",,"[2, 0, 18, 8, 1]",,"[0, 5, 12, 3, 2]",,"[2, 12, 18, 2, 1]",,"[1, 8, 27, 2, 0]"
27422,,,,,"[1, 0, 2, 5, 14]",,"[0, 0, 1, 16, 28]",,"[0, 0, 1, 16, 31]",,"[0, 0, 3, 18, 27]",,"[0, 1, 1, 9, 35]",,,,,"[1, 0, 1, 2, 17]",,"[0, 0, 5, 11, 29]",,"[0, 0, 3, 13, 32]",,"[0, 1, 4, 15, 28]",,"[1, 1, 3, 11, 30]",,,,,"[1, 0, 4, 4, 13]",,"[1, 2, 12, 14, 15]",,"[0, 1, 5, 14, 28]",,"[0, 4, 11, 12, 21]",,"[1, 1, 8, 14, 22]",,,,,"[2, 6, 14, 0, 0]",,"[0, 12, 29, 3, 1]",,"[0, 14, 24, 6, 4]",,"[3, 13, 24, 6, 2]",,"[0, 11, 22, 5, 8]"
27423,,,,"[3, 6, 8, 13, 8]",,"[3, 8, 10, 11, 15]",,"[1, 6, 9, 14, 10]",,"[0, 1, 1, 14, 17]",,"[1, 2, 10, 23, 19]",,,,,"[4, 11, 6, 11, 6]",,"[7, 7, 13, 11, 9]",,"[2, 9, 10, 8, 11]",,"[1, 0, 9, 10, 13]",,"[1, 9, 10, 19, 15]",,,,,"[8, 10, 8, 7, 5]",,"[6, 7, 7, 13, 14]",,"[1, 5, 9, 13, 11]",,"[0, 3, 3, 12, 15]",,"[1, 4, 14, 16, 19]",,,,,"[4, 3, 25, 4, 1]",,"[2, 5, 30, 10, 0]",,"[3, 5, 25, 5, 1]",,"[0, 3, 21, 5, 4]",,"[4, 6, 32, 8, 4]",
27430,,,,"[1, 7, 7, 24, 51]",,"[2, 1, 3, 15, 37]",,"[0, 4, 7, 27, 28]",,"[0, 1, 5, 23, 31]",,,"[1, 2, 5, 13, 29]",,,,"[5, 8, 21, 25, 30]",,"[3, 9, 11, 13, 22]",,"[8, 4, 21, 18, 15]",,"[2, 4, 10, 25, 18]",,,"[4, 8, 12, 8, 17]",,,,"[12, 21, 26, 13, 18]",,"[12, 8, 17, 10, 11]",,"[14, 15, 25, 4, 8]",,"[11, 15, 13, 9, 11]",,,"[7, 10, 11, 9, 12]",,,,"[1, 3, 24, 33, 29]",,"[0, 3, 16, 21, 17]",,"[2, 2, 13, 22, 27]",,"[1, 7, 17, 18, 15]",,,"[3, 1, 19, 10, 15]"
27432,,,,"[0, 0, 4, 6, 7]",,"[1, 0, 1, 4, 8]",,"[0, 0, 2, 3, 9]",,"[0, 1, 0, 4, 13]",,,,,,,"[0, 0, 1, 6, 10]",,"[0, 0, 2, 3, 9]",,"[0, 0, 1, 3, 10]",,"[0, 0, 1, 6, 11]",,,,,,,"[0, 1, 3, 4, 9]",,"[0, 2, 1, 4, 7]",,"[0, 0, 0, 2, 12]",,"[0, 1, 4, 5, 8]",,,,,,,"[0, 1, 9, 6, 1]",,"[0, 4, 7, 3, 0]",,"[0, 1, 10, 3, 0]",,"[0, 0, 10, 7, 1]",,,
27455,,,,,"[19, 11, 15, 4, 0]",,"[2, 9, 10, 12, 5]",,"[3, 4, 12, 8, 9]",,"[5, 12, 16, 9, 9]",,"[1, 6, 6, 15, 9]",,,,,"[23, 10, 10, 6, 0]",,"[9, 13, 8, 5, 3]",,"[5, 9, 8, 10, 4]",,"[9, 18, 11, 8, 4]",,"[6, 8, 8, 10, 4]",,,,,"[25, 8, 14, 2, 0]",,"[12, 7, 8, 7, 4]",,"[4, 6, 11, 11, 4]",,"[10, 14, 10, 7, 9]",,"[5, 5, 11, 10, 5]",,,,,"[6, 17, 21, 4, 0]",,"[1, 6, 21, 9, 1]",,"[0, 4, 20, 9, 3]",,"[1, 9, 28, 5, 7]",,"[0, 4, 18, 7, 6]"
27460,,,,"[1, 2, 5, 7, 13]",,"[3, 5, 10, 12, 11]",,"[0, 2, 6, 22, 8]",,"[4, 5, 7, 15, 17]",,"[2, 0, 10, 10, 22]",,,,,"[1, 4, 5, 4, 13]",,"[2, 9, 9, 12, 9]",,"[0, 7, 7, 13, 12]",,"[1, 8, 9, 13, 17]",,"[1, 3, 10, 13, 14]",,,,,"[3, 5, 7, 5, 7]",,"[5, 5, 14, 10, 7]",,"[0, 3, 9, 21, 6]",,"[4, 7, 6, 11, 20]",,"[1, 6, 4, 10, 20]",,,,,"[0, 3, 14, 9, 1]",,"[0, 0, 18, 12, 11]",,"[0, 0, 13, 20, 5]",,"[1, 1, 20, 15, 10]",,"[0, 5, 13, 15, 8]",
27470,,,,,,,,,,"[0, 0, 0, 0, 10]",,,"[0, 4, 12, 14, 15]",,,,,,,,,,"[0, 0, 1, 3, 6]",,,"[2, 3, 16, 9, 12]",,,,,,,,,,"[0, 0, 1, 2, 7]",,,"[0, 5, 5, 14, 18]",,,,,,,,,,"[0, 1, 4, 3, 2]",,,"[0, 6, 26, 7, 3]"
27472,,,,,,,,,,"[0, 0, 1, 4, 3]",,,,,,,,,,,,,"[0, 0, 0, 3, 5]",,,,,,,,,,,,,"[0, 0, 2, 5, 1]",,,,,,,,,,,,,"[0, 1, 3, 3, 1]",,,
27510,,,,,"[1, 3, 3, 3, 7]",,"[1, 0, 2, 3, 15]",,"[0, 0, 4, 19, 10]",,"[0, 0, 2, 11, 12]",,"[1, 0, 4, 11, 8]",,,,,"[0, 2, 5, 5, 5]",,"[1, 0, 5, 7, 8]",,"[1, 3, 6, 10, 12]",,"[0, 0, 4, 10, 11]",,"[0, 4, 6, 7, 6]",,,,,"[0, 3, 3, 5, 6]",,"[0, 1, 1, 11, 8]",,"[0, 3, 1, 9, 19]",,"[0, 1, 1, 10, 13]",,"[1, 3, 1, 6, 12]",,,,,"[0, 2, 10, 2, 3]",,"[0, 0, 7, 9, 5]",,"[1, 2, 12, 10, 6]",,"[1, 0, 8, 14, 2]",,"[1, 0, 5, 13, 4]"
27665,,,,,,,,"[0, 0, 0, 4, 5]",,"[0, 0, 2, 1, 2]",,"[0, 0, 0, 2, 5]",,,,,,,,,"[0, 0, 0, 6, 3]",,"[0, 0, 0, 3, 2]",,"[0, 1, 0, 1, 5]",,,,,,,,,"[0, 0, 4, 3, 2]",,"[0, 0, 0, 2, 3]",,"[0, 2, 0, 0, 5]",,,,,,,,,"[0, 0, 3, 3, 3]",,"[0, 0, 4, 1, 0]",,"[0, 0, 2, 5, 0]",
27691,,,,"[0, 0, 0, 2, 0]","[0, 0, 1, 1, 2]","[0, 1, 0, 1, 3]",,,"[0, 0, 0, 1, 2]",,,,"[0, 0, 1, 1, 1]",,,,"[0, 0, 1, 0, 1]","[0, 0, 1, 2, 1]","[0, 1, 1, 0, 3]",,,"[0, 0, 0, 1, 2]",,,,"[0, 0, 1, 0, 2]",,,,"[0, 1, 0, 0, 1]","[0, 0, 2, 1, 1]","[1, 1, 0, 0, 3]",,,"[0, 0, 1, 1, 1]",,,,"[0, 1, 1, 0, 1]",,,,"[0, 0, 2, 0, 0]","[0, 0, 2, 2, 0]","[0, 1, 3, 0, 1]",,,"[0, 0, 2, 0, 1]",,,,"[0, 0, 2, 0, 1]"
27692,,,,"[0, 0, 0, 0, 0]","[1, 0, 0, 2, 0]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 0]",,"[0, 0, 0, 0, 0]",,"[0, 0, 0, 0, 0]",,,,,,"[0, 0, 0, 0, 0]","[0, 1, 0, 2, 0]","[0, 0, 1, 0, 0]","[0, 0, 0, 0, 0]",,"[0, 0, 0, 0, 0]",,"[0, 0, 0, 0, 0]",,,,,,"[0, 0, 0, 0, 0]","[1, 0, 0, 2, 0]","[0, 0, 1, 0, 0]","[0, 0, 0, 0, 0]",,"[0, 0, 0, 0, 0]",,"[0, 0, 0, 0, 0]",,,,,,"[0, 0, 0, 0, 0]","[1, 0, 2, 0, 0]","[0, 0, 1, 0, 0]","[0, 0, 0, 0, 0]",,"[0, 0, 0, 0, 0]",,"[0, 0, 0, 0, 0]",,
27800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27845,,,,,,,,,,,,,"[0, 0, 0, 0, 0]",,,,,,,,,,,,,"[0, 0, 0, 0, 0]",,,,,,,,,,,,,"[0, 0, 0, 0, 0]",,,,,,,,,,,,,"[0, 0, 0, 0, 0]"
28010,,,,,,,,,,,,"[1, 1, 2, 15, 21]",,,,,,,,,,,,,"[0, 4, 2, 13, 21]",,,,,,,,,,,,,"[1, 5, 10, 14, 10]",,,,,,,,,,,,,"[0, 6, 26, 5, 3]",
28012,,,,"[0, 0, 2, 6, 2]","[0, 0, 1, 4, 1]","[3, 2, 6, 9, 5]","[1, 2, 1, 2, 4]","[0, 2, 4, 10, 10]","[0, 0, 1, 2, 3]","[0, 4, 4, 8, 0]",,"[0, 0, 1, 8, 2]",,,,,"[0, 3, 0, 4, 3]","[0, 0, 2, 2, 2]","[5, 6, 2, 9, 2]","[0, 4, 1, 3, 2]","[1, 3, 12, 4, 6]","[0, 1, 2, 3, 0]","[3, 4, 4, 4, 1]",,"[0, 1, 5, 3, 1]",,,,,"[0, 0, 3, 2, 5]","[0, 1, 1, 1, 3]","[4, 4, 5, 7, 5]","[0, 1, 1, 2, 6]","[2, 1, 3, 12, 8]","[0, 0, 4, 1, 0]","[0, 3, 5, 5, 3]",,"[0, 0, 1, 3, 6]",,,,,"[0, 1, 3, 4, 2]","[0, 0, 2, 4, 0]","[2, 5, 9, 3, 6]","[0, 0, 3, 4, 3]","[0, 3, 9, 13, 1]","[0, 1, 1, 2, 1]","[0, 1, 6, 8, 1]",,"[1, 0, 4, 5, 0]",
28016,,,,"[1, 0, 4, 7, 1]","[0, 3, 1, 1, 3]","[1, 3, 9, 7, 4]","[0, 0, 1, 0, 0]","[1, 3, 7, 6, 4]","[0, 1, 3, 1, 5]","[1, 4, 7, 6, 2]","[2, 2, 1, 0, 2]","[0, 7, 12, 7, 0]",,,,,"[3, 4, 1, 5, 0]","[1, 3, 0, 2, 1]","[3, 4, 6, 6, 5]","[0, 0, 1, 0, 0]","[4, 7, 4, 4, 2]","[1, 0, 5, 1, 3]","[4, 4, 8, 4, 0]","[2, 2, 1, 0, 2]","[2, 13, 7, 4, 0]",,,,,"[2, 3, 2, 5, 1]","[0, 0, 1, 2, 5]","[1, 2, 7, 7, 7]","[0, 0, 1, 0, 0]","[1, 1, 6, 8, 5]","[1, 0, 1, 2, 6]","[1, 5, 6, 5, 3]","[2, 1, 1, 1, 2]","[1, 6, 6, 8, 5]",,,,,"[1, 2, 7, 1, 2]","[0, 0, 4, 1, 3]","[1, 2, 11, 8, 2]","[0, 0, 1, 0, 0]","[0, 4, 6, 9, 2]","[0, 1, 6, 2, 1]","[0, 3, 6, 6, 5]","[1, 1, 1, 1, 3]","[0, 2, 11, 7, 6]",
28020,,,"[0, 0, 1, 1, 0]","[0, 1, 2, 7, 10]","[0, 0, 1, 2, 2]","[0, 0, 0, 8, 22]","[1, 0, 1, 3, 6]","[0, 1, 2, 20, 25]","[1, 0, 2, 1, 5]","[0, 0, 1, 5, 24]",,"[0, 0, 2, 2, 21]",,,,"[0, 0, 1, 1, 0]","[1, 3, 1, 8, 7]","[0, 1, 1, 1, 2]","[0, 0, 4, 10, 16]","[1, 0, 2, 3, 4]","[2, 1, 4, 26, 14]","[0, 0, 1, 1, 4]","[0, 2, 3, 8, 17]",,"[0, 1, 0, 4, 20]",,,,"[0, 0, 1, 0, 1]","[0, 0, 2, 4, 14]","[1, 1, 0, 1, 2]","[0, 0, 0, 6, 24]","[1, 0, 0, 3, 6]","[0, 0, 1, 10, 36]","[0, 0, 0, 1, 5]","[0, 0, 1, 3, 26]",,"[0, 0, 0, 0, 25]",,,,"[0, 0, 1, 1, 0]","[0, 0, 12, 5, 3]","[0, 0, 3, 2, 0]","[0, 4, 18, 7, 0]","[0, 0, 5, 5, 0]","[0, 6, 26, 15, 0]","[0, 0, 3, 1, 2]","[0, 5, 22, 2, 1]",,"[0, 5, 19, 1, 0]",
28022,,,,"[0, 0, 2, 5, 13]","[0, 0, 1, 2, 4]","[1, 1, 7, 5, 3]","[0, 0, 2, 4, 2]","[0, 0, 1, 5, 1]","[0, 0, 3, 3, 5]","[0, 1, 4, 9, 10]","[0, 0, 1, 1, 1]","[0, 3, 2, 1, 2]",,,,,"[0, 1, 3, 7, 9]","[0, 0, 1, 2, 4]","[1, 3, 8, 2, 2]","[1, 1, 3, 1, 2]","[0, 2, 1, 3, 1]","[0, 0, 3, 5, 3]","[1, 3, 7, 10, 3]","[0, 0, 1, 1, 1]","[1, 4, 1, 2, 0]",,,,,"[0, 3, 2, 9, 6]","[0, 1, 3, 1, 2]","[3, 1, 4, 6, 3]","[0, 0, 3, 3, 2]","[0, 0, 2, 2, 3]","[1, 0, 3, 5, 2]","[5, 4, 3, 7, 5]","[0, 0, 0, 2, 1]","[3, 1, 0, 2, 2]",,,,,"[2, 3, 7, 6, 2]","[0, 1, 1, 4, 1]","[0, 0, 5, 9, 3]","[0, 1, 1, 4, 2]","[0, 0, 2, 3, 2]","[0, 0, 4, 5, 2]","[1, 2, 9, 9, 3]","[0, 1, 0, 0, 2]","[0, 0, 6, 0, 1]",
28025,,,,,"[0, 1, 0, 7, 7]",,"[1, 1, 1, 1, 2]",,"[0, 1, 0, 7, 1]",,"[0, 2, 1, 4, 3]",,"[0, 1, 2, 6, 6]",,,,,"[0, 2, 3, 4, 6]",,"[2, 0, 1, 2, 1]",,"[0, 1, 3, 5, 0]",,"[2, 4, 1, 1, 2]",,"[2, 1, 1, 7, 4]",,,,,"[1, 0, 5, 6, 3]",,"[0, 0, 1, 4, 1]",,"[0, 2, 1, 5, 1]",,"[0, 0, 1, 4, 5]",,"[0, 0, 1, 7, 7]",,,,,"[0, 1, 9, 5, 0]",,"[0, 0, 3, 2, 1]",,"[0, 1, 6, 2, 0]",,"[0, 0, 6, 3, 1]",,"[0, 0, 5, 8, 2]"
