COURSE,F18_LEARNING,E18_LEARNING,F19_LEARNING,E19_LEARNING,F20_LEARNING,E20_LEARNING,F21_LEARNING,E21_LEARNING,F22_LEARNING,E22_LEARNING,F23_LEARNING,E23_LEARNING,F24_LEARNING,F18_MOTIVATION,E18_MOTIVATION,F19_MOTIVATION,E19_MOTIVATION,F20_MOTIVATION,E20_MOTIVATION,F21_MOTIVATION,E21_MOTIVATION,F22_MOTIVATION,E22_MOTIVATION,F23_MOTIVATION,E23_MOTIVATION,F24_MOTIVATION,F18_FEEDBACK,E18_FEEDBACK,F19_FEEDBACK,E19_FEEDBACK,F20_FEEDBACK,E20_FEEDBACK,F21_FEEDBACK,E21_FEEDBACK,F22_FEEDBACK,E22_FEEDBACK,F23_FEEDBACK,E23_FEEDBACK,F24_FEEDBACK,F18_WORKLOAD,E18_WORKLOAD,F19_WORKLOAD,E19_WORKLOAD,F20_WORKLOAD,E20_WORKLOAD,F21_WORKLOAD,E21_WORKLOAD,F22_WORKLOAD,E22_WORKLOAD,F23_WORKLOAD,E23_WORKLOAD,F24_WORKLOAD
28121,,,,"[0, 0, 1, 7, 9]","[0, 0, 2, 2, 8]","[0, 0, 0, 3, 1]",,,"[0, 0, 3, 5, 3]",,,"[0, 1, 2, 1, 2]","[0, 0, 0, 2, 3]",,,,"[1, 0, 3, 6, 7]","[0, 0, 0, 7, 5]","[0, 0, 0, 1, 3]",,,"[0, 2, 1, 4, 4]",,,"[1, 0, 3, 1, 1]","[0, 0, 1, 0, 4]",,,,"[0, 0, 0, 3, 14]","[0, 0, 2, 4, 6]","[0, 0, 1, 1, 2]",,,"[0, 0, 1, 4, 6]",,,"[0, 1, 1, 1, 3]","[0, 2, 1, 1, 1]",,,,"[1, 1, 6, 7, 2]","[0, 1, 6, 5, 0]","[0, 0, 1, 3, 0]",,,"[0, 0, 3, 5, 3]",,,"[0, 1, 4, 1, 0]","[0, 0, 2, 2, 1]"
28123,,,"[0, 0, 0, 2, 7]",,,,,,,,,,,,,"[0, 0, 0, 3, 6]",,,,,,,,,,,,,"[0, 1, 3, 2, 3]",,,,,,,,,,,,,"[1, 0, 3, 0, 5]",,,,,,,,,,
28125,,,,"[0, 0, 2, 4, 6]",,,,,,,,"[0, 1, 1, 1, 4]",,,,,"[0, 0, 4, 2, 6]",,,,,,,,"[1, 1, 0, 1, 4]",,,,,"[0, 1, 0, 3, 8]",,,,,,,,"[0, 2, 0, 2, 3]",,,,,"[0, 1, 4, 3, 4]",,,,,,,,"[0, 0, 2, 3, 2]",
28140,,,,"[0, 0, 0, 12, 13]",,"[0, 0, 0, 3, 20]",,"[0, 0, 0, 5, 27]",,"[0, 1, 0, 6, 13]",,"[0, 0, 2, 8, 18]",,,,,"[0, 1, 3, 12, 9]",,"[0, 0, 1, 9, 13]",,"[1, 0, 2, 17, 12]",,"[0, 1, 2, 11, 6]",,"[1, 0, 3, 10, 14]",,,,,"[0, 0, 3, 6, 16]",,"[0, 0, 1, 2, 20]",,"[0, 0, 2, 8, 22]",,"[0, 0, 1, 5, 14]",,"[0, 3, 3, 6, 16]",,,,,"[0, 1, 13, 8, 3]",,"[0, 0, 11, 9, 3]",,"[0, 1, 13, 15, 3]",,"[0, 3, 7, 10, 0]",,"[0, 3, 13, 9, 3]",
28150,,,,"[3, 3, 8, 13, 6]",,"[1, 3, 5, 4, 0]",,"[2, 3, 9, 6, 1]",,"[1, 4, 4, 6, 2]",,"[2, 3, 3, 13, 1]",,,,,"[3, 9, 4, 14, 3]",,"[2, 3, 5, 2, 1]",,"[5, 8, 5, 1, 0]",,"[5, 4, 2, 5, 1]",,"[6, 4, 8, 3, 1]",,,,,"[6, 7, 8, 9, 3]",,"[3, 4, 2, 2, 2]",,"[5, 4, 8, 1, 1]",,"[0, 5, 4, 6, 2]",,"[0, 9, 5, 6, 2]",,,,,"[0, 3, 19, 6, 5]",,"[0, 1, 8, 4, 0]",,"[0, 5, 7, 6, 1]",,"[0, 2, 7, 5, 3]",,"[0, 1, 8, 10, 3]",
28157,,,,"[1, 4, 10, 9, 8]","[2, 2, 5, 17, 6]","[1, 3, 7, 12, 2]","[1, 0, 6, 2, 4]","[3, 2, 6, 11, 7]","[1, 3, 8, 5, 0]","[0, 1, 2, 6, 7]","[1, 1, 6, 11, 2]","[1, 2, 1, 10, 7]","[0, 3, 4, 8, 2]",,,,"[0, 6, 9, 10, 7]","[3, 2, 9, 9, 8]","[3, 3, 5, 9, 5]","[3, 0, 2, 4, 4]","[1, 3, 10, 8, 7]","[2, 5, 5, 3, 2]","[0, 0, 3, 6, 7]","[3, 6, 3, 4, 4]","[1, 1, 2, 10, 6]","[1, 3, 3, 8, 2]",,,,"[2, 2, 8, 10, 10]","[6, 5, 7, 9, 5]","[0, 2, 1, 15, 6]","[1, 1, 3, 3, 5]","[0, 2, 7, 10, 9]","[10, 5, 0, 2, 0]","[0, 0, 4, 6, 6]","[10, 1, 2, 4, 3]","[1, 4, 5, 5, 5]","[2, 0, 4, 8, 3]",,,,"[1, 3, 19, 8, 1]","[0, 3, 19, 8, 1]","[2, 1, 14, 8, 0]","[0, 3, 4, 5, 1]","[0, 3, 16, 8, 2]","[0, 1, 10, 3, 2]","[0, 1, 10, 3, 2]","[1, 1, 9, 7, 2]","[0, 0, 12, 3, 5]","[0, 2, 9, 3, 3]"
28160,,,,,"[1, 1, 0, 6, 9]",,"[0, 1, 3, 8, 12]",,"[2, 1, 1, 5, 9]",,"[0, 0, 1, 2, 21]",,"[0, 0, 2, 3, 18]",,,,,"[1, 4, 5, 2, 5]",,"[3, 3, 3, 9, 6]",,"[6, 4, 3, 3, 2]",,"[0, 0, 2, 10, 12]",,"[0, 1, 8, 4, 10]",,,,,"[0, 0, 0, 6, 11]",,"[0, 0, 1, 8, 15]",,"[0, 1, 1, 9, 7]",,"[0, 0, 0, 6, 18]",,"[0, 0, 2, 6, 15]",,,,,"[0, 0, 3, 5, 9]",,"[0, 1, 3, 8, 12]",,"[0, 0, 4, 0, 14]",,"[0, 0, 5, 13, 6]",,"[0, 0, 2, 7, 14]"
28212,,,,,"[0, 0, 3, 6, 12]",,"[0, 2, 1, 8, 8]",,"[0, 1, 1, 4, 3]",,"[0, 0, 2, 14, 8]",,"[0, 0, 2, 11, 11]",,,,,"[0, 1, 5, 3, 12]",,"[1, 2, 3, 10, 3]",,"[0, 1, 3, 2, 3]",,"[0, 2, 4, 9, 8]",,"[1, 2, 5, 10, 6]",,,,,"[0, 5, 5, 3, 8]",,"[2, 1, 5, 5, 6]",,"[0, 2, 3, 2, 2]",,"[2, 4, 8, 5, 4]",,"[3, 5, 5, 8, 3]",,,,,"[0, 1, 11, 8, 1]",,"[0, 1, 12, 5, 1]",,"[0, 0, 5, 2, 2]",,"[1, 1, 5, 10, 6]",,"[0, 2, 17, 5, 0]"
28213,,,,"[2, 4, 6, 6, 3]",,"[1, 2, 3, 5, 2]",,"[0, 3, 9, 12, 4]",,"[0, 1, 3, 6, 3]",,"[0, 0, 2, 10, 6]",,,,,"[4, 4, 7, 5, 1]",,"[3, 3, 1, 4, 1]",,"[0, 6, 8, 10, 4]",,"[0, 2, 3, 6, 2]",,"[0, 3, 3, 8, 4]",,,,,"[9, 4, 4, 4, 0]",,"[4, 3, 4, 1, 1]",,"[3, 7, 7, 3, 8]",,"[0, 3, 8, 1, 1]",,"[1, 6, 3, 4, 4]",,,,,"[2, 2, 11, 5, 1]",,"[0, 1, 10, 2, 0]",,"[1, 9, 11, 6, 1]",,"[1, 0, 6, 2, 4]",,"[0, 4, 10, 1, 3]",
28214,,,,,"[0, 0, 0, 0, 4]",,"[0, 0, 0, 1, 2]",,"[0, 0, 0, 0, 5]",,"[0, 0, 0, 0, 0]",,,,,,,"[0, 0, 0, 0, 4]",,"[0, 0, 0, 0, 3]",,"[0, 0, 0, 1, 4]",,"[0, 0, 0, 0, 0]",,,,,,,"[0, 0, 0, 3, 1]",,"[0, 0, 0, 1, 2]",,"[0, 0, 2, 2, 1]",,"[0, 0, 0, 0, 0]",,,,,,,"[0, 1, 2, 1, 0]",,"[0, 0, 0, 3, 0]",,"[0, 0, 3, 1, 1]",,"[0, 0, 0, 0, 0]",,
28216,,,,,"[0, 0, 1, 5, 3]",,"[0, 0, 1, 3, 4]",,"[0, 0, 2, 1, 0]",,"[0, 0, 1, 4, 2]",,"[0, 0, 0, 8, 4]",,,,,"[0, 0, 0, 2, 7]",,"[0, 0, 3, 3, 2]",,"[0, 1, 1, 1, 0]",,"[0, 0, 3, 1, 3]",,"[0, 0, 3, 5, 4]",,,,,"[1, 0, 3, 2, 3]",,"[0, 0, 2, 3, 3]",,"[0, 0, 1, 1, 1]",,"[0, 0, 3, 2, 2]",,"[0, 0, 1, 6, 5]",,,,,"[1, 1, 7, 0, 0]",,"[0, 4, 3, 0, 1]",,"[0, 0, 3, 0, 0]",,"[0, 2, 3, 1, 0]",,"[1, 1, 5, 2, 3]"
28217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28221,,,,,"[1, 1, 4, 4, 3]",,"[0, 0, 0, 3, 1]",,"[0, 1, 1, 5, 3]",,"[1, 0, 2, 4, 1]",,"[0, 0, 0, 2, 5]",,,,,"[1, 1, 2, 4, 5]",,"[0, 0, 0, 2, 2]",,"[0, 0, 2, 5, 3]",,"[1, 0, 1, 3, 3]",,"[0, 0, 0, 4, 3]",,,,,"[1, 2, 3, 3, 4]",,"[0, 0, 0, 2, 2]",,"[2, 2, 1, 4, 1]",,"[0, 0, 2, 4, 2]",,"[0, 0, 2, 2, 3]",,,,,"[2, 3, 5, 3, 0]",,"[0, 1, 3, 0, 0]",,"[1, 4, 5, 0, 0]",,"[2, 4, 2, 0, 0]",,"[0, 2, 5, 0, 0]"
28233,,,,"[0, 7, 14, 30, 21]",,"[0, 2, 10, 18, 19]",,"[1, 5, 8, 25, 16]",,"[0, 2, 5, 13, 17]",,"[0, 5, 8, 34, 32]",,,,,"[3, 9, 15, 25, 20]",,"[0, 5, 11, 18, 15]",,"[1, 4, 10, 26, 14]",,"[1, 2, 5, 17, 12]",,"[2, 10, 10, 29, 28]",,,,,"[2, 5, 18, 29, 18]",,"[2, 11, 10, 15, 11]",,"[3, 3, 19, 18, 12]",,"[1, 2, 9, 9, 16]",,"[6, 5, 15, 34, 19]",,,,,"[2, 10, 46, 10, 4]",,"[0, 3, 35, 11, 0]",,"[2, 8, 38, 6, 1]",,"[2, 4, 10, 12, 9]",,"[2, 6, 34, 26, 11]",
28242,,,,"[1, 1, 1, 13, 14]",,"[0, 1, 8, 10, 10]",,"[0, 1, 4, 18, 16]",,"[0, 0, 1, 6, 10]",,"[0, 0, 2, 8, 24]",,,,,"[1, 1, 3, 15, 10]",,"[1, 2, 3, 14, 9]",,"[0, 2, 11, 17, 7]",,"[2, 1, 2, 7, 5]",,"[0, 1, 9, 13, 10]",,,,,"[4, 3, 6, 11, 6]",,"[4, 7, 7, 9, 2]",,"[7, 11, 13, 3, 3]",,"[5, 4, 4, 3, 1]",,"[3, 12, 10, 2, 6]",,,,,"[2, 5, 17, 6, 0]",,"[0, 4, 19, 4, 2]",,"[1, 6, 18, 10, 2]",,"[0, 3, 9, 5, 0]",,"[0, 2, 15, 15, 1]",
28244,,,,"[0, 1, 4, 10, 20]",,"[0, 2, 4, 9, 4]",,"[1, 0, 2, 4, 10]",,"[0, 1, 5, 15, 9]",,"[0, 0, 1, 11, 8]",,,,,"[1, 2, 3, 8, 20]",,"[0, 1, 7, 4, 7]",,"[1, 0, 1, 5, 10]",,"[0, 1, 2, 12, 14]",,"[0, 0, 0, 8, 12]",,,,,"[0, 0, 6, 14, 15]",,"[0, 2, 5, 6, 6]",,"[0, 0, 1, 3, 12]",,"[1, 0, 4, 12, 12]",,"[0, 0, 2, 7, 11]",,,,,"[0, 5, 25, 5, 0]",,"[0, 2, 12, 4, 1]",,"[0, 1, 8, 6, 1]",,"[1, 5, 18, 2, 3]",,"[0, 2, 14, 4, 0]",
28271,,,,,"[0, 0, 0, 0, 0]",,"[0, 0, 0, 0, 2]",,"[0, 0, 0, 2, 1]",,"[0, 0, 0, 1, 0]",,,,,,,"[0, 0, 0, 0, 0]",,"[0, 0, 0, 1, 1]",,"[0, 0, 0, 2, 1]",,"[0, 1, 0, 0, 0]",,,,,,,"[0, 0, 0, 0, 0]",,"[0, 0, 0, 0, 2]",,"[0, 0, 1, 1, 1]",,"[0, 0, 1, 0, 0]",,,,,,,"[0, 0, 0, 0, 0]",,"[0, 0, 1, 0, 1]",,"[0, 0, 2, 1, 0]",,"[0, 0, 1, 0, 0]",,
28311,,,,,,,,,,,,"[1, 4, 6, 13, 3]",,,,,,,,,,,,,"[1, 3, 5, 11, 7]",,,,,,,,,,,,,"[1, 3, 5, 7, 11]",,,,,,,,,,,,,"[1, 4, 14, 6, 1]",
28315,,,,"[0, 0, 2, 8, 12]",,"[0, 0, 2, 8, 17]",,"[0, 0, 1, 12, 10]",,"[0, 0, 1, 4, 14]",,"[0, 1, 4, 6, 9]",,,,,"[0, 3, 2, 8, 9]",,"[0, 1, 2, 9, 15]",,"[1, 0, 5, 9, 7]",,"[0, 0, 3, 7, 9]",,"[0, 4, 6, 7, 3]",,,,,"[4, 5, 2, 8, 3]",,"[3, 7, 10, 2, 4]",,"[2, 6, 4, 8, 2]",,"[1, 5, 4, 5, 4]",,"[4, 9, 3, 1, 3]",,,,,"[0, 1, 13, 7, 0]",,"[0, 4, 13, 10, 0]",,"[0, 2, 7, 10, 3]",,"[0, 3, 7, 6, 3]",,"[1, 3, 9, 7, 0]",
28316,,,,"[1, 0, 2, 0, 2]",,"[0, 0, 1, 1, 2]",,"[0, 0, 0, 1, 1]",,"[0, 0, 0, 0, 4]",,"[0, 0, 0, 2, 1]",,,,,"[1, 0, 0, 1, 3]",,"[0, 0, 1, 1, 2]",,"[0, 0, 0, 1, 1]",,"[0, 0, 0, 2, 1]",,"[0, 0, 0, 2, 1]",,,,,"[0, 1, 0, 2, 2]",,"[0, 0, 0, 1, 3]",,"[0, 0, 0, 0, 2]",,"[0, 0, 1, 0, 2]",,"[0, 0, 0, 2, 1]",,,,,"[0, 0, 5, 0, 0]",,"[0, 0, 3, 0, 1]",,"[0, 1, 1, 0, 0]",,"[1, 0, 0, 1, 1]",,"[1, 0, 0, 2, 0]",
28322,,,,"[0, 0, 2, 7, 4]","[2, 0, 1, 1, 1]","[2, 3, 7, 8, 3]","[0, 0, 0, 3, 0]","[0, 2, 10, 4, 4]","[2, 1, 4, 4, 1]","[2, 1, 5, 6, 7]","[0, 1, 1, 0, 3]","[0, 2, 6, 13, 2]",,,,,"[0, 1, 2, 6, 4]","[2, 0, 2, 1, 0]","[5, 3, 8, 2, 4]","[0, 0, 2, 0, 1]","[1, 8, 4, 2, 5]","[2, 4, 5, 0, 1]","[2, 1, 6, 9, 3]","[0, 1, 1, 0, 3]","[0, 2, 9, 9, 2]",,,,,"[0, 0, 5, 5, 3]","[2, 1, 1, 1, 0]","[2, 0, 7, 7, 7]","[0, 2, 1, 0, 0]","[0, 1, 5, 11, 3]","[3, 4, 2, 2, 1]","[0, 4, 2, 6, 9]","[0, 0, 0, 3, 2]","[0, 2, 7, 12, 2]",,,,,"[0, 1, 6, 3, 2]","[0, 0, 3, 2, 0]","[0, 1, 5, 8, 9]","[0, 0, 1, 1, 1]","[0, 2, 7, 7, 4]","[1, 0, 8, 1, 2]","[0, 1, 9, 7, 4]","[0, 0, 3, 0, 2]","[0, 2, 4, 8, 9]",
28342,,,,"[0, 0, 1, 11, 6]","[0, 0, 3, 7, 10]","[0, 0, 2, 9, 9]","[0, 0, 1, 4, 11]","[0, 3, 5, 17, 3]","[0, 0, 0, 1, 4]","[0, 2, 2, 5, 1]","[0, 0, 1, 7, 15]","[0, 0, 2, 3, 2]","[1, 4, 6, 10, 3]",,,,"[0, 0, 0, 9, 9]","[0, 2, 1, 6, 11]","[0, 1, 1, 9, 9]","[0, 0, 3, 6, 7]","[1, 4, 13, 7, 2]","[0, 0, 1, 1, 3]","[1, 0, 4, 5, 0]","[0, 1, 1, 7, 14]","[1, 0, 2, 3, 1]","[2, 4, 6, 11, 1]",,,,"[0, 0, 0, 6, 12]","[0, 0, 2, 9, 9]","[1, 2, 4, 4, 9]","[0, 1, 2, 2, 11]","[0, 2, 7, 11, 7]","[0, 0, 1, 0, 4]","[2, 3, 3, 2, 0]","[0, 0, 1, 9, 13]","[1, 2, 1, 2, 1]","[5, 9, 6, 3, 1]",,,,"[1, 2, 10, 5, 0]","[1, 0, 12, 4, 3]","[0, 1, 11, 8, 0]","[0, 2, 10, 2, 2]","[0, 2, 13, 11, 1]","[0, 1, 4, 0, 0]","[0, 1, 4, 3, 2]","[0, 2, 8, 10, 3]","[0, 0, 2, 2, 3]","[0, 6, 10, 7, 1]"
28344,,,,"[0, 0, 2, 4, 5]","[0, 1, 0, 2, 1]","[0, 3, 2, 4, 2]","[1, 1, 6, 3, 2]","[0, 0, 0, 1, 0]","[1, 0, 0, 0, 0]","[0, 0, 1, 3, 0]","[0, 0, 1, 7, 6]","[0, 0, 0, 0, 1]",,,,,"[0, 2, 2, 4, 3]","[0, 1, 1, 0, 2]","[2, 2, 1, 4, 2]","[3, 4, 2, 2, 2]","[0, 0, 0, 1, 0]","[0, 1, 0, 0, 0]","[0, 1, 1, 2, 0]","[0, 1, 3, 7, 3]","[0, 0, 0, 0, 1]",,,,,"[1, 1, 1, 3, 5]","[1, 0, 0, 2, 1]","[0, 2, 3, 4, 2]","[1, 1, 5, 3, 3]","[0, 0, 0, 1, 0]","[0, 1, 0, 0, 0]","[0, 2, 1, 1, 0]","[0, 3, 2, 5, 4]","[0, 0, 0, 0, 1]",,,,,"[0, 0, 4, 6, 1]","[0, 1, 1, 1, 1]","[0, 2, 3, 4, 1]","[0, 3, 4, 5, 1]","[0, 0, 1, 0, 0]","[0, 1, 0, 0, 0]","[0, 1, 1, 1, 1]","[0, 1, 4, 6, 3]","[0, 0, 1, 0, 0]",
28345,,,,,"[0, 0, 13, 17, 6]",,"[1, 0, 2, 10, 10]",,"[0, 3, 6, 31, 17]",,"[0, 0, 7, 30, 20]",,"[1, 6, 9, 20, 21]",,,,,"[0, 1, 10, 19, 6]",,"[1, 0, 4, 7, 11]",,"[0, 4, 14, 20, 18]",,"[0, 2, 10, 25, 20]",,"[2, 6, 14, 18, 16]",,,,,"[0, 1, 5, 9, 21]",,"[0, 1, 4, 6, 12]",,"[0, 1, 8, 13, 34]",,"[1, 1, 6, 13, 36]",,"[0, 4, 7, 16, 29]",,,,,"[0, 8, 22, 5, 1]",,"[0, 0, 17, 2, 4]",,"[2, 8, 37, 5, 4]",,"[1, 7, 33, 10, 6]",,"[5, 6, 34, 6, 4]"
28346,,,,,,"[0, 0, 2, 2, 2]","[0, 0, 0, 2, 1]",,"[0, 0, 0, 1, 1]",,"[0, 0, 0, 1, 3]",,,,,,,,"[0, 0, 2, 0, 4]","[0, 0, 0, 0, 3]",,"[0, 0, 0, 0, 2]",,"[0, 0, 0, 1, 3]",,,,,,,,"[0, 1, 2, 1, 2]","[0, 0, 1, 2, 0]",,"[0, 0, 0, 1, 1]",,"[0, 0, 1, 1, 2]",,,,,,,,"[0, 0, 4, 2, 0]","[0, 1, 2, 0, 0]",,"[0, 0, 1, 1, 0]",,"[0, 0, 4, 0, 0]",,
28350,,,,,"[1, 3, 12, 14, 6]",,"[1, 4, 1, 4, 7]",,"[1, 7, 6, 13, 5]",,"[0, 10, 4, 8, 4]",,"[1, 3, 6, 14, 8]",,,,,"[1, 4, 11, 14, 6]",,"[1, 3, 1, 4, 7]",,"[4, 6, 10, 9, 4]",,"[4, 8, 6, 7, 1]",,"[0, 4, 5, 17, 6]",,,,,"[4, 5, 9, 13, 5]",,"[0, 3, 6, 1, 7]",,"[7, 8, 6, 9, 3]",,"[7, 4, 7, 7, 1]",,"[1, 2, 5, 6, 17]",,,,,"[1, 0, 20, 12, 3]",,"[0, 1, 5, 7, 4]",,"[0, 3, 16, 6, 7]",,"[0, 1, 6, 11, 8]",,"[1, 3, 15, 8, 4]"
28352,,,,"[0, 0, 1, 3, 2]","[0, 1, 5, 9, 5]","[0, 1, 2, 13, 8]","[0, 0, 0, 2, 3]","[0, 1, 4, 6, 4]","[0, 1, 0, 4, 3]","[0, 0, 2, 4, 7]","[1, 0, 3, 8, 7]","[1, 0, 1, 9, 10]","[0, 0, 3, 7, 8]",,,,"[0, 0, 1, 3, 2]","[1, 2, 7, 8, 2]","[0, 2, 5, 14, 3]","[0, 0, 0, 2, 3]","[2, 5, 5, 2, 1]","[0, 0, 1, 3, 4]","[1, 0, 4, 6, 2]","[1, 1, 5, 6, 6]","[1, 2, 2, 8, 8]","[0, 2, 3, 7, 6]",,,,"[0, 0, 0, 2, 3]","[0, 4, 4, 6, 6]","[0, 0, 4, 11, 9]","[0, 0, 0, 2, 3]","[0, 4, 2, 6, 3]","[0, 0, 1, 5, 2]","[0, 1, 2, 7, 3]","[1, 2, 6, 7, 3]","[1, 0, 4, 7, 9]","[0, 1, 4, 7, 6]",,,,"[0, 0, 4, 2, 0]","[2, 1, 6, 7, 4]","[0, 0, 7, 11, 6]","[0, 0, 2, 3, 0]","[0, 1, 3, 3, 8]","[0, 0, 4, 3, 1]","[0, 2, 4, 6, 1]","[0, 0, 6, 8, 5]","[1, 1, 6, 5, 8]","[0, 0, 4, 12, 2]"
28361,,,,,"[0, 3, 6, 6, 8]",,"[0, 3, 1, 10, 4]",,"[1, 3, 5, 11, 9]",,"[0, 2, 1, 18, 6]",,"[2, 4, 6, 14, 12]",,,,,"[3, 4, 3, 5, 8]",,"[2, 0, 4, 9, 3]",,"[1, 6, 3, 11, 8]",,"[2, 5, 3, 9, 8]",,"[3, 3, 13, 10, 8]",,,,,"[0, 0, 6, 9, 8]",,"[0, 1, 3, 7, 7]",,"[0, 1, 2, 15, 11]",,"[1, 0, 3, 8, 15]",,"[7, 13, 5, 7, 4]",,,,,"[0, 0, 6, 12, 5]",,"[0, 0, 4, 8, 5]",,"[1, 0, 7, 2, 19]",,"[0, 0, 4, 17, 5]",,"[0, 0, 10, 12, 15]"
28412,,,,,,,,,,,,"[1, 2, 9, 4, 3]",,,,,,,,,,,,,"[0, 4, 6, 4, 5]",,,,,,,,,,,,,"[1, 0, 2, 5, 11]",,,,,,,,,,,,,"[0, 7, 10, 2, 0]",
28420,,,,"[0, 1, 4, 7, 13]",,"[0, 2, 6, 6, 5]",,"[0, 1, 5, 10, 19]",,"[0, 3, 8, 14, 13]",,"[1, 1, 9, 16, 16]",,,,,"[0, 3, 5, 6, 11]",,"[1, 2, 6, 5, 5]",,"[0, 7, 4, 18, 6]",,"[1, 3, 16, 13, 5]",,"[3, 8, 12, 8, 12]",,,,,"[0, 3, 5, 4, 13]",,"[1, 2, 3, 4, 9]",,"[2, 1, 7, 14, 11]",,"[1, 6, 5, 12, 13]",,"[0, 4, 5, 18, 16]",,,,,"[0, 1, 10, 10, 4]",,"[0, 1, 6, 8, 4]",,"[0, 0, 10, 15, 9]",,"[0, 3, 16, 13, 5]",,"[1, 2, 7, 10, 23]",
28423,,,,,"[0, 0, 0, 1, 4]",,"[0, 0, 1, 4, 5]",,"[0, 0, 2, 6, 6]",,"[0, 0, 0, 3, 9]",,"[0, 0, 1, 6, 2]",,,,,"[0, 0, 0, 2, 4]",,"[0, 0, 2, 4, 4]",,"[0, 0, 1, 6, 7]",,"[0, 0, 0, 6, 5]",,"[0, 1, 1, 4, 3]",,,,,"[0, 1, 0, 2, 3]",,"[0, 2, 0, 3, 5]",,"[0, 1, 1, 3, 9]",,"[0, 1, 0, 3, 7]",,"[0, 0, 0, 4, 5]",,,,,"[0, 0, 1, 5, 0]",,"[0, 0, 4, 3, 3]",,"[0, 0, 0, 9, 5]",,"[0, 0, 4, 5, 2]",,"[0, 0, 2, 4, 3]"
28434,,,,,"[0, 2, 3, 6, 10]",,"[1, 2, 1, 6, 11]",,"[0, 0, 0, 9, 11]",,"[0, 1, 2, 12, 7]",,"[1, 3, 5, 8, 11]",,,,,"[1, 2, 3, 9, 6]",,"[0, 3, 0, 6, 12]",,"[0, 1, 1, 6, 12]",,"[0, 2, 6, 8, 6]",,"[2, 5, 6, 5, 10]",,,,,"[0, 4, 5, 11, 1]",,"[3, 3, 2, 6, 7]",,"[2, 1, 4, 6, 7]",,"[2, 5, 3, 10, 2]",,"[11, 2, 5, 2, 8]",,,,,"[0, 1, 16, 4, 0]",,"[1, 5, 10, 3, 2]",,"[1, 1, 10, 5, 2]",,"[1, 2, 8, 7, 4]",,"[2, 3, 15, 5, 3]"
28443,,,,,"[1, 3, 1, 8, 9]",,"[1, 1, 1, 4, 11]",,"[1, 0, 2, 6, 11]",,"[0, 0, 2, 9, 9]",,"[0, 2, 2, 5, 12]",,,,,"[1, 2, 6, 5, 8]",,"[2, 1, 0, 7, 8]",,"[1, 0, 2, 5, 11]",,"[1, 3, 4, 3, 9]",,"[2, 0, 4, 4, 11]",,,,,"[1, 6, 3, 5, 7]",,"[0, 0, 4, 3, 11]",,"[0, 0, 0, 5, 14]",,"[1, 0, 5, 4, 10]",,"[0, 0, 3, 8, 10]",,,,,"[0, 0, 5, 5, 12]",,"[0, 0, 2, 5, 11]",,"[0, 0, 3, 8, 8]",,"[0, 0, 2, 4, 14]",,"[0, 0, 5, 8, 8]"
28451,,,,,"[0, 0, 2, 7, 11]",,"[0, 0, 3, 2, 7]",,"[0, 0, 2, 10, 10]",,"[1, 0, 4, 10, 8]",,"[0, 0, 4, 8, 14]",,,,,"[0, 0, 4, 5, 11]",,"[0, 0, 1, 6, 5]",,"[0, 0, 2, 10, 10]",,"[0, 3, 4, 9, 7]",,"[0, 1, 3, 12, 10]",,,,,"[0, 0, 2, 6, 12]",,"[0, 0, 0, 2, 9]",,"[0, 3, 1, 9, 9]",,"[1, 0, 0, 8, 14]",,"[0, 0, 1, 7, 18]",,,,,"[0, 1, 10, 8, 1]",,"[0, 0, 1, 8, 3]",,"[0, 1, 10, 9, 2]",,"[0, 0, 8, 11, 4]",,"[0, 1, 8, 9, 7]"
28455,,,,,,"[3, 3, 7, 6, 4]",,"[0, 4, 3, 11, 1]",,"[1, 1, 1, 16, 9]",,"[1, 1, 8, 11, 9]",,,,,,,"[4, 7, 2, 5, 5]",,"[1, 5, 7, 6, 0]",,"[0, 3, 4, 14, 7]",,"[0, 7, 5, 6, 10]",,,,,,,"[12, 2, 4, 1, 4]",,"[8, 4, 5, 2, 0]",,"[2, 9, 6, 6, 5]",,"[2, 9, 6, 8, 4]",,,,,,,"[1, 3, 15, 2, 2]",,"[2, 0, 9, 6, 2]",,"[1, 2, 17, 5, 3]",,"[2, 3, 17, 4, 3]",
28485,,,,,,,,"[1, 8, 12, 16, 12]",,"[4, 8, 28, 37, 18]",,"[8, 16, 21, 21, 24]",,,,,,,,,"[0, 3, 6, 21, 18]",,"[4, 8, 18, 39, 26]",,"[9, 18, 15, 24, 23]",,,,,,,,,"[4, 4, 8, 13, 19]",,"[3, 4, 14, 21, 53]",,"[16, 12, 12, 18, 31]",,,,,,,,,"[3, 15, 23, 3, 4]",,"[4, 26, 51, 8, 6]",,"[8, 14, 47, 14, 6]",
